,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
34158,31,technician,single,tertiary,no,454,no,no,cellular,30,apr,266,1,yes
34159,31,admin,single,tertiary,no,4041,no,no,cellular,30,apr,1034,2,yes
34160,54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,3,yes
34161,33,technician,married,tertiary,no,0,no,no,cellular,30,apr,227,2,yes
34163,36,admin,single,secondary,no,728,no,no,cellular,30,apr,230,1,yes
34164,31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,yes
34165,32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,yes
34167,34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,yes
34169,24,student,single,secondary,no,382,no,no,cellular,30,apr,567,2,yes
34170,29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,1,yes
34172,40,management,married,tertiary,no,158,no,no,telephone,30,apr,712,2,yes
34175,29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,yes
34176,30,admin,single,tertiary,no,305,no,no,cellular,30,apr,633,1,yes
34182,45,blue-collar,married,secondary,no,10252,no,no,cellular,4,may,675,2,yes
34184,37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,yes
34186,36,technician,single,secondary,no,1228,yes,no,cellular,4,may,303,3,yes
34193,40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,392,2,yes
34196,28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,yes
34197,33,management,single,tertiary,no,5437,no,no,cellular,4,may,267,1,yes
34199,33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,yes
34200,56,management,married,tertiary,no,2333,no,no,cellular,4,may,244,1,yes
34205,45,blue-collar,married,secondary,no,640,yes,no,cellular,4,may,447,1,yes
34208,25,student,single,tertiary,no,253,no,no,cellular,4,may,597,1,yes
34209,41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,yes
34210,38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,3,yes
34211,47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,yes
34213,49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,yes
34215,36,services,single,secondary,no,365,no,no,cellular,4,may,643,1,yes
34218,42,admin,single,secondary,no,1451,yes,no,cellular,4,may,251,4,yes
34220,33,technician,single,tertiary,no,1636,yes,no,cellular,4,may,592,1,yes
34225,36,admin,married,tertiary,no,3221,no,no,cellular,4,may,322,11,yes
34234,60,technician,married,secondary,no,316,no,no,cellular,4,may,545,2,yes
34235,33,technician,married,secondary,no,2044,yes,no,cellular,4,may,532,3,yes
34241,33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,yes
34243,33,services,single,secondary,no,489,yes,no,cellular,4,may,297,4,yes
34246,32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,3,yes
34249,48,blue-collar,married,secondary,no,863,yes,no,telephone,4,may,412,5,yes
34273,36,blue-collar,married,secondary,no,218,yes,no,cellular,4,may,619,6,yes
34279,36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,3,yes
34290,45,technician,married,secondary,no,1998,no,no,cellular,4,may,237,5,yes
34291,35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,yes
34296,38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,yes
34302,52,technician,married,tertiary,no,876,no,no,cellular,4,may,601,3,yes
34307,30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,3,yes
34308,31,technician,married,secondary,no,4182,yes,no,cellular,4,may,347,2,yes
34313,32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,3,yes
34316,44,self-employed,married,unknown,no,163,yes,no,cellular,4,may,364,3,yes
34317,39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,6,yes
34322,45,blue-collar,married,primary,no,803,yes,no,cellular,4,may,742,4,yes
34325,31,technician,married,tertiary,no,636,yes,no,cellular,4,may,352,4,yes
34332,32,blue-collar,single,secondary,no,400,no,no,cellular,4,may,268,3,yes
34335,39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,yes
34336,30,management,single,tertiary,no,533,no,no,cellular,4,may,365,4,yes
34337,63,management,married,unknown,no,2352,no,no,telephone,4,may,475,7,yes
34339,56,retired,married,primary,no,9367,no,no,cellular,4,may,617,2,yes
34341,30,management,married,tertiary,no,10884,no,no,cellular,4,may,333,2,yes
34344,38,admin,married,secondary,no,47,yes,no,cellular,4,may,288,5,yes
34346,31,management,single,tertiary,no,12857,yes,no,telephone,4,may,483,4,yes
34350,26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,3,yes
34352,37,student,single,unknown,no,444,no,no,cellular,4,may,1063,5,yes
34359,29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,6,yes
34361,24,student,single,secondary,no,387,no,no,telephone,4,may,340,8,yes
34366,35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,yes
34372,43,technician,married,tertiary,no,2643,no,no,telephone,4,may,331,5,yes
34374,36,services,single,secondary,no,1227,yes,yes,cellular,4,may,775,5,yes
34381,39,blue-collar,married,secondary,no,261,no,no,cellular,4,may,841,4,yes
34389,29,management,single,secondary,no,3317,no,yes,telephone,4,may,640,7,yes
34391,59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,yes
34397,28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,226,2,yes
34406,50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,762,3,yes
34463,46,admin,single,tertiary,no,2889,yes,no,cellular,5,may,494,1,yes
34466,36,blue-collar,married,primary,no,378,yes,no,cellular,5,may,1240,1,yes
34467,44,services,divorced,secondary,no,-368,yes,no,cellular,5,may,895,1,yes
34475,35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,yes
34483,30,blue-collar,married,secondary,no,61,yes,no,cellular,5,may,525,1,yes
34494,58,admin,married,secondary,no,2160,yes,yes,cellular,5,may,1090,1,yes
34502,41,unemployed,married,secondary,no,0,yes,yes,cellular,5,may,400,1,yes
34517,37,management,married,tertiary,no,658,yes,no,cellular,5,may,838,1,yes
34562,39,management,married,tertiary,no,0,yes,no,cellular,5,may,811,2,yes
34565,31,blue-collar,single,secondary,no,196,yes,no,cellular,5,may,568,1,yes
34566,30,blue-collar,single,primary,no,253,yes,no,cellular,5,may,259,1,yes
34575,33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,955,2,yes
34638,41,management,married,tertiary,no,326,yes,no,cellular,5,may,788,1,yes
34641,44,services,married,secondary,no,-395,yes,no,cellular,5,may,894,1,yes
34655,46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,yes
34670,30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,yes
34681,35,admin,married,secondary,no,1286,yes,no,cellular,5,may,862,3,yes
34740,49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,yes
34755,27,admin,married,secondary,no,710,yes,yes,cellular,6,may,653,1,yes
34768,39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,yes
34778,32,self-employed,single,tertiary,no,0,yes,no,cellular,6,may,767,1,yes
34791,35,technician,divorced,secondary,no,84,yes,yes,cellular,6,may,954,1,yes
34794,37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,1,yes
34807,31,technician,single,secondary,no,53,yes,yes,cellular,6,may,530,1,yes
34835,30,management,divorced,tertiary,no,415,yes,yes,cellular,6,may,984,1,yes
34893,34,entrepreneur,married,tertiary,no,0,yes,no,cellular,6,may,611,1,yes
34898,31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,may,1205,1,yes
34908,27,admin,married,secondary,no,0,yes,no,cellular,6,may,837,1,yes
34921,36,management,single,tertiary,no,7506,yes,no,cellular,6,may,839,2,yes
34937,37,management,single,tertiary,no,102,yes,no,cellular,6,may,445,1,yes
34945,27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,yes
34953,32,admin,married,secondary,no,752,yes,no,cellular,6,may,519,2,yes
34965,49,management,married,secondary,no,99,yes,no,cellular,6,may,687,2,yes
34976,29,admin,single,secondary,no,266,yes,no,cellular,6,may,540,1,yes
34996,26,blue-collar,single,secondary,no,191,yes,no,cellular,6,may,550,1,yes
35010,49,services,married,primary,no,0,yes,no,cellular,6,may,445,2,yes
35026,29,admin,single,secondary,no,27,yes,no,cellular,6,may,754,1,yes
35030,28,blue-collar,single,secondary,no,524,yes,no,cellular,6,may,554,2,yes
35033,60,management,married,tertiary,no,5990,yes,no,cellular,6,may,396,3,yes
35057,33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,1,yes
35078,35,management,married,tertiary,no,991,yes,no,cellular,6,may,1489,3,yes
35080,31,management,single,tertiary,no,59,yes,yes,cellular,6,may,1347,2,yes
35113,40,management,married,tertiary,no,1598,yes,yes,cellular,6,may,1074,4,yes
35118,29,management,married,tertiary,no,0,yes,no,cellular,6,may,667,2,yes
35120,35,management,married,tertiary,no,802,yes,no,cellular,6,may,686,2,yes
35129,38,management,single,tertiary,no,104,yes,no,cellular,6,may,606,3,yes
35167,32,management,married,tertiary,no,2465,yes,yes,cellular,7,may,923,1,yes
35192,33,admin,married,secondary,no,-370,yes,no,cellular,7,may,261,1,yes
35200,31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,yes
35226,26,management,single,tertiary,no,114,yes,no,cellular,7,may,457,1,yes
35230,42,blue-collar,married,primary,no,1461,yes,no,cellular,7,may,757,2,yes
35259,33,admin,single,tertiary,no,475,yes,no,cellular,7,may,1046,1,yes
35264,42,management,married,tertiary,no,1435,yes,no,cellular,7,may,1148,1,yes
35268,36,management,single,tertiary,no,4,yes,no,cellular,7,may,855,2,yes
35269,35,management,single,tertiary,no,1618,yes,yes,cellular,7,may,542,1,yes
35278,30,services,single,secondary,no,-271,yes,no,cellular,7,may,609,1,yes
35306,59,admin,single,secondary,no,2166,yes,yes,cellular,7,may,574,1,yes
35309,44,blue-collar,married,primary,no,4031,yes,no,cellular,7,may,983,4,yes
35364,25,admin,single,secondary,no,122,yes,no,cellular,7,may,481,2,yes
35378,50,services,married,primary,no,5024,yes,yes,cellular,7,may,661,1,yes
35392,51,technician,married,secondary,no,-1944,yes,no,cellular,7,may,623,1,yes
35403,51,admin,married,secondary,no,3025,no,no,cellular,7,may,476,1,yes
35414,60,blue-collar,married,unknown,no,2090,yes,no,cellular,7,may,957,2,yes
35444,29,technician,single,tertiary,no,0,yes,no,cellular,7,may,347,2,yes
35447,43,management,married,tertiary,no,1429,yes,no,cellular,7,may,1030,1,yes
35454,31,admin,single,secondary,no,0,yes,no,cellular,7,may,895,2,yes
35461,26,blue-collar,single,secondary,no,311,yes,no,cellular,7,may,798,2,yes
35504,34,admin,married,secondary,no,48,yes,no,cellular,7,may,1806,2,yes
35510,23,housemaid,married,tertiary,no,66,yes,no,cellular,7,may,1391,2,yes
35515,49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,yes
35533,42,unemployed,married,secondary,no,356,yes,no,cellular,7,may,787,3,yes
35550,39,blue-collar,married,secondary,no,62,yes,no,cellular,7,may,877,3,yes
35553,24,services,single,secondary,no,638,yes,yes,cellular,7,may,792,3,yes
35559,45,admin,married,secondary,yes,-106,yes,yes,cellular,7,may,553,3,yes
35566,45,services,divorced,secondary,no,608,yes,yes,cellular,7,may,1135,3,yes
35579,39,technician,divorced,secondary,no,291,yes,no,cellular,7,may,882,2,yes
35593,45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,7,may,878,3,yes
35594,39,services,single,secondary,no,403,yes,no,cellular,7,may,1262,3,yes
35637,39,admin,single,secondary,no,2345,yes,no,cellular,8,may,491,2,yes
35649,41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,729,1,yes
35688,23,technician,single,secondary,no,4,yes,no,cellular,8,may,763,1,yes
35732,57,admin,married,secondary,no,6005,yes,no,cellular,8,may,704,1,yes
35738,46,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833,1,yes
35746,49,management,married,tertiary,no,1311,yes,no,cellular,8,may,813,1,yes
35786,32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,501,2,yes
35791,29,management,single,tertiary,no,3041,yes,no,cellular,8,may,606,3,yes
35805,42,management,married,tertiary,no,4,yes,no,cellular,8,may,579,2,yes
35814,47,blue-collar,divorced,primary,no,603,yes,yes,cellular,8,may,1080,1,yes
35820,36,management,married,tertiary,no,0,yes,no,cellular,8,may,308,3,yes
35821,33,admin,divorced,secondary,no,294,yes,no,cellular,8,may,763,1,yes
35836,57,management,married,tertiary,no,830,yes,yes,cellular,8,may,662,1,yes
35845,36,technician,single,tertiary,no,962,yes,no,cellular,8,may,568,1,yes
35854,53,technician,single,tertiary,no,185,yes,no,cellular,8,may,1448,2,yes
35861,56,blue-collar,divorced,primary,no,-9,yes,yes,cellular,8,may,728,1,yes
35875,33,admin,divorced,tertiary,no,891,no,no,cellular,8,may,398,2,yes
35956,59,retired,married,tertiary,no,148,yes,yes,cellular,8,may,685,2,yes
35957,47,retired,married,primary,no,1374,no,yes,telephone,8,may,479,2,yes
35965,35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,yes
35968,42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,yes
36005,38,self-employed,single,tertiary,no,1612,yes,no,cellular,8,may,423,1,yes
36048,40,self-employed,married,secondary,no,0,yes,no,cellular,11,may,657,1,yes
36087,41,admin,single,secondary,no,-109,yes,yes,cellular,11,may,1038,1,yes
36100,36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629,1,yes
36110,43,management,divorced,tertiary,no,580,yes,no,cellular,11,may,1514,1,yes
36161,24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,yes
36165,40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474,1,yes
36171,49,blue-collar,divorced,primary,no,24,yes,no,cellular,11,may,701,1,yes
36173,40,services,married,secondary,no,-192,yes,no,cellular,11,may,666,1,yes
36233,40,blue-collar,married,secondary,no,-438,no,no,cellular,11,may,1017,1,yes
36239,34,services,single,secondary,no,-701,yes,no,cellular,11,may,610,2,yes
36261,34,services,single,secondary,no,-374,yes,no,cellular,11,may,672,1,yes
36272,52,services,divorced,secondary,no,36,yes,yes,cellular,11,may,930,1,yes
36287,36,management,single,tertiary,no,1400,yes,no,cellular,11,may,608,3,yes
36297,38,services,married,secondary,no,5293,yes,no,cellular,11,may,475,1,yes
36397,39,blue-collar,married,secondary,no,785,yes,no,cellular,11,may,1232,2,yes
36419,25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,yes
36443,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,yes
36452,37,blue-collar,single,secondary,no,133,yes,no,cellular,11,may,1388,2,yes
36465,41,blue-collar,married,secondary,no,1236,yes,no,cellular,11,may,911,3,yes
36514,50,retired,married,secondary,no,8648,no,no,cellular,12,may,731,3,yes
36516,36,admin,divorced,secondary,no,-811,yes,no,cellular,12,may,365,2,yes
36536,34,entrepreneur,married,primary,no,7279,yes,no,cellular,12,may,882,1,yes
36538,34,admin,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,yes
36557,42,entrepreneur,divorced,secondary,no,335,yes,no,cellular,12,may,580,1,yes
36559,38,housemaid,single,primary,no,199,yes,no,cellular,12,may,1203,1,yes
36562,39,services,married,secondary,no,25,yes,yes,cellular,12,may,658,1,yes
36575,40,blue-collar,married,secondary,no,1808,yes,no,cellular,12,may,560,1,yes
36583,39,blue-collar,married,secondary,no,167,yes,yes,cellular,12,may,612,1,yes
36595,31,admin,married,secondary,no,2,yes,yes,cellular,12,may,703,4,yes
36599,37,blue-collar,married,primary,no,-106,yes,yes,cellular,12,may,690,1,yes
36601,58,entrepreneur,married,secondary,no,670,yes,no,cellular,12,may,1272,1,yes
36609,48,services,divorced,secondary,no,-361,yes,no,cellular,12,may,1062,3,yes
36617,35,blue-collar,married,primary,no,159,yes,yes,cellular,12,may,826,1,yes
36654,58,blue-collar,single,secondary,no,119,yes,yes,cellular,12,may,985,1,yes
36670,30,services,single,secondary,no,-158,yes,no,cellular,12,may,426,1,yes
36678,34,admin,single,secondary,no,151,yes,no,cellular,12,may,590,1,yes
36692,51,blue-collar,married,secondary,no,518,yes,no,cellular,12,may,918,1,yes
36714,39,management,single,tertiary,no,5073,yes,no,cellular,12,may,1182,1,yes
36726,39,admin,married,secondary,no,607,yes,no,cellular,12,may,454,2,yes
36731,36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,yes
36752,47,services,married,secondary,no,367,yes,no,cellular,12,may,309,1,yes
36756,35,blue-collar,single,secondary,no,855,yes,no,cellular,12,may,549,1,yes
36767,33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,844,1,yes
36785,42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,yes
36792,57,admin,single,secondary,no,3551,yes,no,cellular,12,may,458,1,yes
36801,47,admin,married,secondary,no,663,yes,yes,cellular,12,may,409,1,yes
36804,38,services,single,secondary,no,895,yes,no,cellular,12,may,1531,1,yes
36809,46,blue-collar,married,primary,no,804,yes,no,cellular,12,may,1063,2,yes
36819,42,blue-collar,married,primary,no,-407,yes,yes,cellular,12,may,829,7,yes
36829,47,blue-collar,married,secondary,no,802,yes,yes,cellular,12,may,289,2,yes
36834,37,admin,single,primary,no,912,yes,no,cellular,12,may,637,3,yes
36844,31,admin,single,tertiary,no,355,yes,no,cellular,12,may,609,1,yes
36845,38,management,single,tertiary,no,3646,yes,no,cellular,12,may,1710,2,yes
36855,46,technician,married,secondary,no,3,yes,yes,cellular,12,may,614,3,yes
36863,44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,may,897,4,yes
36865,36,services,single,secondary,no,0,yes,no,cellular,12,may,398,6,yes
36871,40,services,married,secondary,no,1836,yes,no,cellular,12,may,750,2,yes
36873,39,management,married,tertiary,no,1425,yes,no,cellular,12,may,775,3,yes
36889,45,self-employed,divorced,tertiary,no,963,yes,no,cellular,12,may,528,5,yes
36907,59,admin,married,secondary,no,145,yes,no,telephone,12,may,556,2,yes
36922,34,blue-collar,married,secondary,no,634,no,yes,cellular,12,may,737,3,yes
36974,35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,yes
36985,40,blue-collar,married,unknown,no,87,yes,no,cellular,13,may,477,3,yes
37017,50,blue-collar,married,primary,no,-522,yes,no,cellular,13,may,863,3,yes
37020,36,blue-collar,married,primary,no,319,yes,no,cellular,13,may,774,2,yes
37047,35,admin,single,secondary,no,0,yes,no,cellular,13,may,1073,1,yes
37055,36,blue-collar,single,secondary,no,478,yes,no,cellular,13,may,610,1,yes
37069,35,blue-collar,single,primary,no,-276,yes,no,cellular,13,may,850,1,yes
37080,47,blue-collar,married,primary,no,4227,yes,no,cellular,13,may,659,1,yes
37093,47,housemaid,single,primary,no,2785,yes,no,cellular,13,may,570,1,yes
37095,38,blue-collar,married,primary,no,1401,no,no,cellular,13,may,516,1,yes
37099,33,management,single,tertiary,no,0,yes,no,cellular,13,may,585,1,yes
37106,38,blue-collar,married,primary,no,1852,yes,no,cellular,13,may,606,1,yes
37107,39,blue-collar,married,secondary,no,462,yes,no,cellular,13,may,590,1,yes
37113,43,housemaid,single,primary,no,800,yes,no,cellular,13,may,902,1,yes
37117,33,technician,married,secondary,no,221,yes,no,cellular,13,may,669,1,yes
37123,34,blue-collar,married,secondary,no,1089,yes,no,cellular,13,may,394,3,yes
37133,28,admin,divorced,secondary,no,451,yes,no,cellular,13,may,302,1,yes
37140,46,services,married,primary,no,437,yes,no,cellular,13,may,546,3,yes
37142,36,blue-collar,married,primary,no,828,no,no,cellular,13,may,1512,1,yes
37158,34,blue-collar,married,secondary,no,496,yes,no,cellular,13,may,333,1,yes
37172,42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,yes
37184,33,management,married,tertiary,no,1064,yes,no,cellular,13,may,562,1,yes
37190,39,management,married,tertiary,no,297,yes,no,cellular,13,may,734,2,yes
37232,32,management,single,tertiary,no,3,yes,no,cellular,13,may,568,1,yes
37242,34,admin,married,tertiary,no,142,yes,no,cellular,13,may,459,1,yes
37247,34,management,single,tertiary,no,76,yes,no,cellular,13,may,747,2,yes
37250,32,blue-collar,single,primary,no,398,yes,no,cellular,13,may,716,1,yes
37260,48,admin,divorced,secondary,no,83,yes,no,cellular,13,may,1101,1,yes
37272,31,admin,married,secondary,no,879,yes,no,cellular,13,may,394,1,yes
37304,30,admin,married,secondary,no,396,yes,no,cellular,13,may,366,3,yes
37309,34,management,married,tertiary,no,3050,yes,no,cellular,13,may,469,1,yes
37316,33,services,married,secondary,no,210,yes,no,cellular,13,may,1207,2,yes
37328,52,services,married,primary,no,306,yes,no,cellular,13,may,650,5,yes
37330,48,services,divorced,secondary,no,-276,yes,yes,cellular,13,may,674,1,yes
37336,33,blue-collar,single,primary,no,863,yes,no,telephone,13,may,622,3,yes
37349,30,student,single,tertiary,no,228,yes,no,cellular,13,may,314,2,yes
37357,35,management,single,tertiary,no,1396,yes,no,cellular,13,may,809,1,yes
37365,51,blue-collar,divorced,primary,no,-19,yes,no,cellular,13,may,829,1,yes
37371,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,yes
37377,59,services,married,secondary,no,2965,yes,no,cellular,13,may,1970,3,yes
37390,39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,1975,5,yes
37395,29,entrepreneur,married,secondary,no,714,yes,yes,cellular,13,may,482,2,yes
37410,41,services,married,secondary,no,471,yes,no,cellular,13,may,954,2,yes
37415,27,blue-collar,single,primary,no,265,yes,no,cellular,13,may,1119,2,yes
37440,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,yes
37457,34,management,single,tertiary,no,3821,yes,no,cellular,13,may,649,2,yes
37478,38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,531,2,yes
37506,29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,1279,3,yes
37511,40,blue-collar,married,primary,no,830,yes,no,cellular,13,may,873,3,yes
37512,32,technician,single,tertiary,no,0,yes,yes,cellular,13,may,440,2,yes
37514,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,yes
37518,53,technician,married,secondary,no,6831,no,no,cellular,13,may,1130,2,yes
37574,36,admin,divorced,secondary,no,437,yes,no,cellular,14,may,722,2,yes
37580,26,management,single,tertiary,no,3944,yes,no,cellular,14,may,974,2,yes
37584,58,services,married,primary,no,2946,yes,no,cellular,14,may,467,1,yes
37596,28,blue-collar,single,primary,no,54,yes,no,cellular,14,may,533,1,yes
37611,49,blue-collar,married,secondary,no,-454,yes,no,cellular,14,may,558,1,yes
37622,26,blue-collar,single,secondary,no,1006,yes,no,cellular,14,may,667,1,yes
37623,38,services,married,secondary,no,934,yes,no,cellular,14,may,715,1,yes
37651,44,admin,divorced,secondary,no,2999,yes,no,cellular,14,may,717,1,yes
37663,49,management,married,tertiary,no,85,yes,no,cellular,14,may,590,5,yes
37667,31,self-employed,single,tertiary,no,17924,yes,no,cellular,14,may,745,1,yes
37668,55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,may,854,2,yes
37673,32,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,yes
37681,35,services,married,secondary,no,341,yes,no,cellular,14,may,345,1,yes
37687,35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,may,456,1,yes
37690,31,admin,married,secondary,no,8781,yes,no,cellular,14,may,680,1,yes
37692,39,technician,single,secondary,no,1355,yes,no,cellular,14,may,1180,1,yes
37706,28,admin,divorced,secondary,no,-504,yes,yes,cellular,14,may,578,1,yes
37710,26,admin,single,secondary,yes,-930,yes,no,cellular,14,may,786,1,yes
37711,39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,1,yes
37714,48,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,307,1,yes
37735,40,blue-collar,divorced,secondary,no,973,no,no,cellular,14,may,449,1,yes
37747,32,admin,married,secondary,no,684,yes,no,cellular,14,may,607,3,yes
37751,29,management,married,secondary,no,231,no,no,cellular,14,may,1075,1,yes
37756,41,blue-collar,married,secondary,no,580,yes,no,cellular,14,may,874,1,yes
37780,34,management,married,tertiary,no,273,yes,no,cellular,14,may,492,1,yes
37788,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,yes
37806,34,admin,married,primary,no,0,yes,yes,cellular,14,may,1020,1,yes
37811,36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,yes
37817,29,admin,divorced,secondary,no,-254,yes,no,cellular,14,may,406,2,yes
37870,54,management,divorced,tertiary,no,-449,yes,no,cellular,14,may,691,1,yes
37873,29,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1129,1,yes
37876,35,blue-collar,divorced,secondary,no,336,yes,no,cellular,14,may,191,1,yes
37886,36,blue-collar,married,secondary,no,1049,yes,no,cellular,14,may,224,4,yes
37887,37,services,married,secondary,no,6089,yes,no,cellular,14,may,616,2,yes
37896,37,management,divorced,tertiary,no,-42,yes,no,cellular,14,may,668,2,yes
37919,31,blue-collar,single,secondary,no,953,yes,no,cellular,14,may,479,1,yes
37924,33,admin,single,secondary,no,315,yes,yes,cellular,14,may,888,3,yes
37940,59,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060,2,yes
37949,28,student,single,secondary,no,1377,yes,no,cellular,14,may,688,2,yes
37990,30,blue-collar,married,secondary,no,378,yes,no,cellular,14,may,566,2,yes
37993,53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,yes
38005,26,blue-collar,married,secondary,no,5795,yes,no,cellular,14,may,1094,2,yes
38006,30,admin,single,secondary,no,315,yes,no,cellular,14,may,884,3,yes
38011,35,management,single,tertiary,no,916,yes,no,cellular,14,may,460,2,yes
38012,34,admin,married,secondary,no,124,yes,no,telephone,14,may,604,4,yes
38046,33,services,married,secondary,no,207,yes,no,cellular,14,may,629,4,yes
38089,59,retired,married,tertiary,no,422,yes,no,cellular,14,may,647,4,yes
38099,36,technician,single,secondary,no,125,yes,no,cellular,15,may,676,3,yes
38103,34,services,single,secondary,no,2,yes,no,cellular,15,may,153,2,yes
38115,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,yes
38116,42,services,married,secondary,no,146,yes,yes,cellular,15,may,670,4,yes
38142,60,retired,divorced,secondary,no,496,yes,no,cellular,15,may,655,2,yes
38152,44,blue-collar,single,primary,no,36,yes,no,cellular,15,may,551,1,yes
38155,21,blue-collar,married,primary,no,-172,yes,yes,cellular,15,may,409,1,yes
38156,29,blue-collar,married,secondary,no,940,yes,yes,cellular,15,may,382,1,yes
38166,56,services,single,secondary,no,-40,yes,no,cellular,15,may,311,1,yes
38170,30,services,single,secondary,no,140,yes,no,cellular,15,may,760,1,yes
38180,26,services,married,secondary,no,77,yes,no,cellular,15,may,619,1,yes
38229,35,blue-collar,married,primary,no,22,yes,no,cellular,15,may,1190,2,yes
38237,22,blue-collar,single,secondary,no,-51,yes,no,cellular,15,may,859,1,yes
38243,26,blue-collar,single,secondary,no,26,yes,yes,cellular,15,may,899,1,yes
38248,28,admin,single,secondary,no,154,yes,no,cellular,15,may,536,1,yes
38262,35,admin,divorced,secondary,no,534,no,no,cellular,15,may,669,1,yes
38271,35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,326,5,yes
38280,55,technician,married,tertiary,no,-466,yes,no,cellular,15,may,901,1,yes
38286,32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,yes
38289,28,management,single,secondary,no,703,yes,no,cellular,15,may,485,1,yes
38300,31,admin,married,secondary,no,685,yes,no,cellular,15,may,552,1,yes
38311,23,blue-collar,single,secondary,no,780,yes,no,cellular,15,may,416,1,yes
