,age,job,marital,education,default,balance,housing,loan,month,duration,campaign,cluster
1280,32,technician,single,secondary,no,6402,yes,no,nov,628,1,1
1281,36,self-employed,single,secondary,no,1295,no,no,nov,1192,1,1
1282,45,technician,married,secondary,no,6993,yes,no,nov,283,1,1
1283,47,self-employed,married,secondary,no,4420,yes,yes,nov,454,1,1
1284,35,management,divorced,tertiary,no,141,no,yes,nov,728,1,0
1285,36,services,married,secondary,no,11462,yes,no,nov,993,1,1
1286,30,services,divorced,secondary,no,341,yes,no,nov,478,1,1
1287,33,technician,married,tertiary,no,6843,no,no,nov,755,1,0
1288,30,blue-collar,married,secondary,no,501,yes,yes,nov,994,1,1
1289,32,services,single,secondary,no,5806,yes,no,nov,1503,2,1
1290,45,entrepreneur,married,tertiary,no,20138,yes,no,nov,871,5,0
1291,47,services,married,secondary,no,1315,no,no,nov,329,4,1
1292,46,technician,married,tertiary,no,0,no,no,nov,531,1,0
1293,39,blue-collar,divorced,primary,no,1317,yes,no,nov,543,1,1
1294,56,technician,married,secondary,no,23,no,no,nov,857,3,1
1295,39,unemployed,single,tertiary,no,7,yes,no,nov,931,4,0
1296,30,services,married,secondary,no,3929,yes,no,nov,593,1,1
1297,45,self-employed,married,secondary,no,7,no,no,nov,691,1,1
1298,43,blue-collar,married,secondary,no,699,yes,yes,nov,1258,2,1
1299,53,blue-collar,married,primary,no,421,yes,no,nov,677,1,1
1300,43,technician,married,tertiary,no,4333,yes,no,nov,1490,3,0
1301,54,management,divorced,secondary,no,300,yes,no,nov,562,2,1
1302,43,blue-collar,divorced,primary,no,3550,no,no,nov,1154,1,1
1303,30,blue-collar,single,secondary,no,7773,yes,no,nov,705,1,1
1304,30,admin,married,secondary,no,1794,no,no,nov,1035,1,1
1305,36,management,single,tertiary,no,2032,no,yes,nov,736,1,0
1306,33,management,married,tertiary,no,3401,no,no,nov,253,1,0
1307,38,entrepreneur,married,tertiary,no,1110,yes,no,nov,888,2,0
1308,37,technician,divorced,secondary,no,3068,yes,yes,nov,370,2,1
1309,32,services,married,secondary,no,983,yes,no,nov,500,2,1
1310,59,technician,divorced,secondary,no,2396,no,no,nov,488,1,1
1311,59,retired,married,secondary,no,6888,no,no,nov,1025,2,1
1312,46,admin,divorced,secondary,no,2087,no,no,nov,768,3,1
1313,32,blue-collar,single,primary,no,121,yes,no,nov,758,1,1
1314,52,entrepreneur,single,tertiary,no,3469,yes,no,nov,653,1,0
1315,45,blue-collar,married,primary,no,5461,yes,no,nov,841,2,1
1316,52,blue-collar,married,secondary,no,7119,no,yes,nov,871,3,1
1317,31,technician,single,tertiary,no,13711,yes,no,nov,1532,3,0
1318,31,blue-collar,married,tertiary,no,-35,no,no,nov,952,2,0
1319,31,unemployed,married,secondary,no,314,yes,no,nov,1341,3,1
1320,41,technician,single,secondary,no,650,yes,no,nov,2420,3,1
1321,39,technician,single,secondary,no,18508,no,no,nov,1598,4,1
1322,53,management,divorced,tertiary,no,2679,no,no,nov,295,3,0
1323,35,blue-collar,married,secondary,no,5639,yes,no,nov,945,2,1
1324,33,services,married,secondary,no,2918,no,yes,nov,1059,2,1
1325,43,blue-collar,married,primary,no,3064,yes,no,nov,2453,2,1
1326,50,blue-collar,married,primary,no,12519,yes,no,nov,615,3,1
1327,36,management,married,tertiary,no,4069,no,no,nov,517,1,0
1328,34,admin,single,tertiary,no,4254,yes,no,nov,714,1,0
1329,46,blue-collar,divorced,primary,no,219,yes,no,nov,729,1,1
1330,47,technician,married,secondary,no,0,no,no,nov,591,1,1
1331,39,admin,single,secondary,no,2263,yes,yes,nov,1158,9,1
1332,31,self-employed,single,tertiary,no,2589,no,no,nov,614,1,0
1333,41,management,single,tertiary,no,1982,no,no,nov,558,1,0
1334,43,self-employed,married,secondary,no,14144,yes,no,nov,504,1,1
1335,30,management,single,secondary,no,4642,yes,no,nov,528,1,1
1336,59,management,married,tertiary,no,7049,no,no,nov,530,1,0
1337,39,management,divorced,tertiary,no,1968,no,no,nov,648,1,0
1338,48,housemaid,married,primary,no,7195,no,no,nov,609,2,1
1339,30,management,single,tertiary,no,376,yes,no,nov,710,1,0
1340,50,admin,married,secondary,no,4117,no,no,nov,530,1,1
1341,31,admin,single,secondary,no,3950,yes,no,nov,529,1,1
1342,31,self-employed,married,tertiary,no,5,yes,yes,nov,635,1,0
1343,30,services,single,secondary,no,495,yes,no,nov,641,1,1
1344,30,management,married,tertiary,no,1942,yes,yes,nov,436,2,0
1345,47,unemployed,married,primary,no,324,no,no,nov,462,2,1
1346,42,management,single,tertiary,yes,0,yes,no,nov,824,1,0
1347,31,management,married,secondary,no,8629,yes,no,nov,957,1,1
1348,30,technician,married,secondary,no,455,yes,no,nov,758,1,1
1349,34,blue-collar,single,secondary,no,4536,yes,no,nov,963,1,1
1350,53,blue-collar,married,secondary,no,1777,yes,no,nov,796,5,1
1351,34,blue-collar,married,primary,no,3527,yes,no,nov,1022,1,1
1352,57,management,married,tertiary,no,372,no,no,nov,553,3,0
1353,41,services,single,secondary,no,92,no,no,nov,372,1,1
1354,40,admin,married,primary,no,72,yes,yes,nov,849,1,1
1355,46,services,married,secondary,no,2948,no,no,nov,893,1,1
1356,37,admin,divorced,secondary,no,1533,yes,no,nov,555,4,1
1357,31,management,married,tertiary,no,4148,yes,no,nov,316,3,0
1358,58,management,married,tertiary,no,96,no,no,nov,850,1,0
1359,39,unemployed,married,secondary,no,2245,no,no,nov,749,2,1
1360,47,technician,married,secondary,no,834,no,yes,nov,902,1,1
1361,44,management,married,tertiary,no,4119,yes,yes,nov,1074,1,0
1362,45,technician,married,tertiary,no,-525,no,yes,nov,980,2,0
1363,35,technician,single,tertiary,no,5301,no,no,nov,937,2,0
1364,41,entrepreneur,married,primary,no,39,yes,no,nov,549,2,1
1365,33,technician,single,tertiary,no,0,yes,no,nov,654,1,0
1366,30,student,single,tertiary,no,2766,no,no,nov,834,1,0
1367,30,student,single,tertiary,no,3300,no,no,nov,1571,1,0
1368,31,management,single,tertiary,no,4718,yes,no,nov,536,1,0
1369,30,admin,married,secondary,no,4457,yes,no,nov,566,4,1
1370,42,management,married,tertiary,no,36,no,no,nov,664,3,0
1371,49,management,married,tertiary,no,22520,no,no,nov,579,9,0
1372,35,unemployed,married,primary,no,3285,no,no,nov,1555,2,1
1373,59,unemployed,single,primary,no,7724,no,no,nov,373,3,1
1374,31,unknown,married,secondary,no,111,no,no,nov,504,2,1
1375,43,management,married,tertiary,no,2640,no,no,nov,314,4,0
1376,30,technician,single,secondary,no,2734,no,no,nov,459,3,1
1377,46,technician,married,secondary,no,1167,yes,no,nov,1540,2,1
1378,38,management,married,tertiary,no,3436,no,no,nov,663,4,0
1379,30,services,married,secondary,no,0,yes,no,nov,681,4,1
1380,35,admin,divorced,secondary,no,3636,no,yes,nov,808,2,1
1381,43,technician,married,secondary,no,3288,yes,no,nov,775,3,1
1382,34,management,single,tertiary,no,2633,yes,no,nov,705,6,0
1383,52,blue-collar,married,secondary,no,580,no,no,nov,965,2,1
1384,46,management,married,secondary,no,149,no,no,nov,1222,2,1
1385,46,services,divorced,secondary,no,4329,no,no,nov,534,2,1
1386,37,management,single,tertiary,no,22125,no,yes,nov,331,2,0
1387,37,admin,single,secondary,no,1097,yes,no,nov,1555,2,1
1388,42,management,married,tertiary,no,1275,yes,yes,nov,925,5,0
1389,23,unemployed,single,primary,no,1003,no,no,nov,8,1,1
1390,53,management,divorced,secondary,no,1004,no,yes,dec,119,1,0
1391,59,services,divorced,secondary,no,1,yes,no,jan,602,1,1
1392,42,services,married,secondary,no,774,no,no,jan,997,1,1
1393,55,technician,divorced,secondary,yes,4,no,no,jan,1048,1,1
1394,26,unemployed,single,tertiary,no,814,no,no,jan,1387,1,0
1395,49,technician,married,secondary,no,808,yes,no,jan,1232,1,1
1396,30,admin,single,secondary,no,1309,no,no,jan,622,1,1
1397,34,unknown,single,secondary,no,859,no,no,jan,829,1,1
1398,31,self-employed,single,tertiary,no,1657,yes,yes,jan,872,1,0
1399,28,unknown,single,secondary,no,4465,no,no,jan,769,1,1
1400,46,technician,divorced,tertiary,no,0,no,no,jan,1199,2,0
1401,26,unemployed,single,secondary,no,622,no,no,jan,1451,2,1
1402,31,services,single,secondary,no,1709,no,yes,jan,944,3,1
1403,51,admin,single,tertiary,no,394,no,no,jan,968,2,0
1404,32,services,single,secondary,no,486,no,no,jan,1181,1,1
1405,47,blue-collar,married,secondary,no,1125,yes,no,jan,1101,1,1
1406,53,blue-collar,married,primary,yes,-462,no,no,jan,470,1,1
1407,29,unemployed,single,primary,no,550,no,no,jan,801,1,1
1408,32,technician,single,secondary,no,540,no,yes,jan,750,1,1
1409,26,blue-collar,single,primary,no,941,no,no,jan,1165,1,1
1410,37,unemployed,single,secondary,no,443,no,no,jan,1600,1,1
1411,40,management,single,tertiary,no,1361,no,no,jan,1473,1,0
1412,32,blue-collar,married,primary,no,634,no,no,jan,696,1,1
1413,48,self-employed,married,tertiary,no,0,no,no,jan,1249,3,0
1414,27,technician,single,tertiary,no,667,no,no,jan,866,2,0
1415,33,services,single,tertiary,no,-452,no,no,jan,692,2,0
1416,49,unemployed,married,primary,no,518,no,no,jan,1917,2,1
1417,27,management,single,primary,yes,13,no,no,jan,475,3,0
1418,60,technician,married,tertiary,no,-71,yes,yes,jan,1451,1,0
1419,41,management,single,secondary,no,3234,yes,no,jan,2770,1,1
1420,36,technician,single,secondary,no,98,no,no,jan,771,1,1
1421,28,student,single,secondary,no,69,no,no,jan,532,2,1
1422,29,services,single,unknown,no,196,no,no,jan,726,2,1
1423,42,admin,divorced,secondary,no,936,no,no,jan,931,1,1
1424,33,entrepreneur,single,tertiary,no,300,yes,yes,jan,922,5,0
1425,31,admin,divorced,secondary,no,217,yes,no,jan,1776,2,1
1426,30,blue-collar,single,secondary,no,49,no,no,jan,808,2,1
1427,31,unemployed,single,primary,no,163,no,no,jan,707,2,1
1428,26,services,single,secondary,no,110,no,no,jan,1136,2,1
1429,62,technician,married,secondary,no,973,no,no,feb,326,1,1
1430,40,technician,single,tertiary,no,1646,yes,no,feb,215,1,0
1431,45,unemployed,married,secondary,no,2040,no,no,feb,803,1,1
1432,55,technician,married,secondary,yes,-308,no,no,feb,781,1,1
1433,62,retired,married,secondary,no,1495,no,no,feb,265,1,1
1434,29,technician,single,tertiary,no,2325,no,no,feb,125,1,0
1435,47,management,single,tertiary,no,86,no,no,feb,1086,1,0
1436,50,unemployed,divorced,unknown,no,1088,no,no,feb,749,1,1
1437,44,unemployed,married,secondary,no,0,yes,no,feb,699,1,1
1438,56,unemployed,married,secondary,no,0,no,no,feb,492,1,1
1439,39,student,single,tertiary,no,2103,no,no,feb,588,1,0
1440,59,retired,single,secondary,no,2,no,no,feb,935,1,1
1441,43,management,divorced,secondary,no,51,no,no,feb,430,1,1
1442,36,admin,married,secondary,no,96,no,no,feb,302,1,1
1443,31,unemployed,single,secondary,no,284,yes,no,feb,855,1,1
1444,29,admin,single,secondary,no,1027,yes,no,feb,177,1,1
1445,40,services,divorced,secondary,no,687,yes,no,feb,531,1,1
1446,60,retired,married,tertiary,no,2557,yes,no,feb,415,1,0
1447,38,management,married,tertiary,no,1308,yes,no,feb,626,1,0
1448,41,services,divorced,secondary,no,840,yes,no,feb,938,1,1
1449,58,management,divorced,tertiary,no,5701,no,no,feb,521,1,0
1450,61,management,married,tertiary,no,6016,no,no,feb,670,3,0
1451,48,blue-collar,single,primary,no,8990,no,no,feb,1790,2,1
1452,36,management,married,tertiary,no,630,no,no,feb,285,1,0
1453,31,management,single,tertiary,no,3283,no,no,feb,258,1,0
1454,30,self-employed,single,tertiary,no,432,yes,no,feb,402,1,0
1455,26,technician,single,tertiary,no,15161,no,no,feb,280,1,0
1456,43,admin,single,secondary,no,-247,yes,yes,feb,751,2,1
1457,39,services,married,secondary,no,52,no,no,feb,1420,3,1
1458,48,blue-collar,single,primary,no,623,yes,no,feb,1425,2,1
1459,46,blue-collar,married,primary,no,977,no,yes,feb,436,3,1
1460,26,student,single,secondary,no,0,no,no,feb,1223,2,1
1461,51,technician,married,secondary,no,100,no,no,feb,467,2,1
1462,28,unemployed,married,primary,no,7459,yes,no,feb,981,5,1
1463,37,management,married,tertiary,no,4089,yes,no,feb,289,2,0
1464,53,blue-collar,married,secondary,no,6112,no,no,feb,211,1,1
1465,29,technician,single,tertiary,no,1669,no,no,feb,297,1,0
1466,57,admin,married,secondary,no,169,no,no,feb,369,1,1
1467,25,admin,single,secondary,no,483,no,yes,feb,189,1,1
1468,68,retired,divorced,primary,no,250,no,no,feb,360,1,1
1469,36,unemployed,single,tertiary,no,1291,no,no,feb,298,1,0
1470,34,management,married,tertiary,no,0,yes,no,feb,251,1,0
1471,56,management,married,primary,no,0,no,no,feb,996,1,0
1472,38,technician,divorced,secondary,no,902,yes,no,feb,650,1,1
1473,39,blue-collar,married,primary,no,118,no,no,feb,906,1,1
1474,54,technician,divorced,secondary,no,2156,yes,no,feb,261,1,1
1475,32,management,single,tertiary,no,2360,no,no,feb,152,2,0
1476,41,blue-collar,married,primary,no,201,yes,no,feb,157,1,1
1477,48,technician,single,secondary,no,-92,yes,no,feb,1393,1,1
1478,59,retired,divorced,secondary,no,514,no,no,feb,261,1,1
1479,54,management,married,tertiary,no,1303,no,no,feb,1635,1,0
1480,53,blue-collar,married,primary,no,751,yes,no,feb,1528,2,1
1481,36,management,married,tertiary,no,254,no,no,feb,303,2,0
1482,39,unemployed,single,secondary,no,-114,yes,no,feb,372,1,1
1483,31,management,married,tertiary,no,1331,no,no,feb,182,2,0
1484,38,management,married,tertiary,no,613,no,no,feb,239,1,0
1485,32,management,single,tertiary,no,520,no,no,feb,443,2,0
1486,30,entrepreneur,single,secondary,no,732,no,no,feb,1404,4,1
1487,40,management,married,tertiary,no,1308,no,no,feb,1776,2,0
1488,30,management,single,tertiary,no,1028,no,no,feb,1294,2,0
1489,28,self-employed,married,tertiary,no,0,yes,no,feb,546,3,0
1490,52,management,married,tertiary,no,-970,yes,no,feb,489,1,0
1491,30,admin,single,tertiary,no,305,no,no,feb,227,2,0
1492,32,technician,single,tertiary,no,1246,yes,no,feb,192,2,0
1493,34,management,married,tertiary,no,73,no,no,feb,426,2,0
1494,31,unemployed,single,primary,no,406,no,no,feb,736,1,1
1495,57,admin,married,secondary,no,4391,no,no,feb,1416,1,1
1496,31,self-employed,married,tertiary,no,168,no,no,feb,193,2,0
1497,40,blue-collar,married,unknown,no,1181,yes,no,feb,718,2,1
1498,29,management,married,tertiary,no,1441,yes,no,feb,80,2,0
1499,75,retired,divorced,primary,no,3881,yes,no,feb,136,3,1
1500,27,technician,single,tertiary,no,931,yes,no,feb,1078,1,0
1501,32,admin,single,secondary,no,678,yes,no,feb,1579,1,1
1502,31,management,married,tertiary,no,141,yes,no,feb,572,2,0
1503,41,self-employed,single,tertiary,no,-94,yes,no,feb,1164,1,0
1504,22,admin,single,tertiary,no,897,yes,no,feb,133,4,0
1505,31,unemployed,single,secondary,no,1214,no,no,feb,974,1,1
1506,69,retired,married,primary,no,324,no,no,feb,136,4,1
1507,30,self-employed,married,tertiary,no,2666,no,no,feb,467,1,0
1508,49,blue-collar,divorced,secondary,no,10613,no,yes,feb,1226,1,1
1509,29,management,single,tertiary,no,697,no,no,feb,206,1,0
1510,45,blue-collar,married,secondary,no,7895,yes,no,feb,872,1,1
1511,43,blue-collar,married,secondary,no,953,yes,no,feb,765,2,1
1512,30,admin,single,tertiary,no,0,yes,no,feb,730,2,0
1513,33,unknown,married,secondary,no,335,no,no,feb,891,2,1
1514,28,services,single,primary,no,198,no,no,feb,976,2,1
1515,56,unemployed,single,primary,no,1110,no,no,feb,945,2,1
1516,39,admin,married,secondary,no,130,yes,yes,feb,1290,2,1
1517,33,blue-collar,married,secondary,no,315,no,no,feb,146,3,1
1518,38,technician,married,tertiary,no,4383,no,no,feb,1381,4,0
1519,30,admin,single,secondary,no,313,yes,no,feb,1121,2,1
1520,29,technician,married,secondary,no,273,no,no,feb,2775,2,1
1521,69,management,married,tertiary,no,840,no,no,feb,128,3,0
1522,44,management,married,tertiary,no,309,yes,no,feb,676,1,0
1523,37,management,married,tertiary,no,57,no,no,feb,345,1,0
1524,35,management,single,tertiary,no,2707,no,no,feb,699,1,0
1525,31,technician,single,tertiary,no,1109,no,no,feb,642,1,0
1526,27,management,single,tertiary,no,2648,no,no,feb,917,1,0
1527,26,entrepreneur,single,secondary,no,101,yes,no,feb,810,1,1
1528,26,entrepreneur,single,tertiary,no,725,no,no,feb,1916,2,0
1529,34,unemployed,married,primary,no,309,no,no,feb,578,1,1
1530,34,admin,married,secondary,no,155,no,no,feb,696,2,1
1531,37,housemaid,married,secondary,no,7433,no,yes,feb,630,3,1
1532,42,technician,single,secondary,no,541,yes,no,feb,656,1,1
1533,54,services,married,unknown,no,0,yes,no,feb,686,2,1
1534,53,management,married,tertiary,no,1624,no,no,feb,158,3,0
1535,54,technician,married,secondary,no,0,no,no,feb,744,3,1
1536,34,technician,single,tertiary,no,992,yes,no,feb,71,2,0
1537,48,entrepreneur,single,tertiary,no,318,yes,no,feb,1017,4,0
1538,40,unemployed,married,primary,no,1908,yes,no,feb,1661,2,1
1539,57,unemployed,married,secondary,no,3754,no,no,feb,1063,2,1
1540,60,management,married,tertiary,no,2281,no,no,feb,230,2,0
1541,25,student,single,secondary,no,2354,no,no,feb,226,7,1
1542,28,technician,single,tertiary,no,676,no,no,feb,1138,2,0
1543,34,entrepreneur,married,tertiary,no,1076,yes,no,feb,136,10,0
1544,34,management,single,tertiary,no,1228,no,no,feb,263,8,0
1545,58,management,married,tertiary,no,3342,no,no,feb,344,5,0
1546,44,unemployed,divorced,tertiary,no,0,no,no,feb,1960,3,0
1547,32,management,single,tertiary,no,0,no,no,feb,550,4,0
1548,38,admin,divorced,secondary,no,19,yes,no,feb,1130,3,1
1549,64,retired,married,primary,no,440,no,no,feb,495,1,1
1550,31,services,single,secondary,no,13,no,yes,feb,1019,2,1
1551,31,management,single,tertiary,no,12857,yes,no,feb,158,1,0
1552,66,technician,married,secondary,no,0,no,no,feb,751,1,1
1553,37,technician,single,tertiary,no,6101,no,no,feb,141,1,0
1554,33,management,married,tertiary,no,158,no,no,feb,192,2,0
1555,50,management,married,tertiary,no,346,no,no,feb,178,1,0
1556,60,admin,divorced,secondary,no,-41,yes,yes,feb,1658,1,1
1557,33,blue-collar,single,secondary,no,697,no,no,feb,860,2,1
1558,56,management,married,tertiary,no,616,no,no,feb,156,1,0
1559,26,services,single,tertiary,no,1140,yes,no,feb,984,2,0
1560,53,admin,married,secondary,no,849,yes,no,feb,3102,3,1
1561,59,retired,divorced,tertiary,no,3444,no,no,feb,241,2,0
1562,32,blue-collar,married,secondary,no,1879,no,no,feb,591,8,1
1563,22,student,single,secondary,no,0,no,no,feb,229,6,1
1564,34,management,married,tertiary,no,0,no,no,feb,787,3,0
1565,28,self-employed,single,secondary,no,5679,yes,no,feb,701,4,1
1566,39,services,married,tertiary,no,1493,no,no,feb,912,3,0
1567,28,technician,single,secondary,no,313,no,no,feb,1183,2,1
1568,31,self-employed,single,tertiary,no,1815,no,no,feb,1541,1,0
1569,33,blue-collar,single,tertiary,no,700,no,no,feb,126,1,0
1570,66,retired,married,primary,no,206,no,no,feb,479,1,1
1571,26,admin,single,secondary,no,255,no,no,feb,190,1,1
1572,30,admin,single,secondary,no,270,no,no,feb,123,1,1
1573,29,technician,single,tertiary,no,673,yes,no,feb,835,3,0
1574,49,services,married,secondary,no,320,no,no,feb,1971,4,1
1575,34,admin,married,secondary,no,0,yes,no,feb,97,1,1
1576,47,blue-collar,married,secondary,no,292,no,no,feb,277,1,1
1577,42,technician,married,tertiary,no,757,no,no,feb,154,1,0
1578,51,technician,married,tertiary,no,1347,yes,yes,feb,160,1,0
1579,43,management,married,tertiary,no,40,no,no,feb,147,1,0
1580,61,retired,married,tertiary,no,1257,no,no,feb,503,1,0
1581,35,technician,single,secondary,no,1693,yes,no,feb,515,1,1
1582,40,blue-collar,married,secondary,no,5060,no,no,feb,154,2,1
1583,27,admin,married,tertiary,no,73,no,no,feb,159,1,0
1584,31,management,divorced,tertiary,no,373,no,no,feb,132,6,0
1585,32,student,single,tertiary,no,1138,no,no,feb,402,3,0
1586,30,unemployed,single,tertiary,no,302,no,no,feb,528,3,0
1587,31,management,married,tertiary,no,3,yes,yes,feb,331,1,0
1588,33,management,married,secondary,no,369,no,no,feb,446,1,1
1589,69,retired,married,primary,no,2346,no,no,feb,354,2,1
1590,40,technician,divorced,tertiary,no,4736,yes,no,feb,285,2,0
1591,30,services,single,secondary,no,1599,no,no,feb,152,2,1
1592,41,technician,married,secondary,no,1066,no,no,feb,109,3,1
1593,31,management,married,tertiary,no,2603,yes,no,feb,280,4,0
1594,22,student,single,secondary,no,381,no,no,feb,227,1,1
1595,22,admin,single,secondary,no,33,no,no,feb,369,1,1
1596,37,admin,married,secondary,no,1314,yes,no,feb,118,4,1
1597,33,management,married,tertiary,no,1778,no,no,feb,388,1,0
1598,48,management,single,tertiary,no,5689,no,no,feb,262,1,0
1599,85,retired,married,primary,no,12114,no,no,feb,165,2,1
1600,72,retired,married,tertiary,no,0,no,no,feb,99,1,0
1601,46,admin,divorced,secondary,no,2232,no,no,feb,121,1,1
1602,26,technician,single,tertiary,no,11862,no,no,feb,119,1,0
1603,37,technician,married,tertiary,no,127,yes,no,feb,71,1,0
1604,53,management,divorced,tertiary,no,2152,no,no,feb,75,3,0
1605,33,management,single,tertiary,no,3552,no,no,feb,158,2,0
1606,90,retired,divorced,secondary,no,1,no,no,feb,152,3,1
1607,54,admin,divorced,secondary,no,1872,no,no,feb,439,5,1
1608,67,retired,married,tertiary,no,1341,no,no,feb,706,1,0
1609,27,student,single,tertiary,no,3733,yes,no,feb,299,6,0
1610,42,management,divorced,unknown,no,7702,no,no,feb,138,2,0
1611,71,retired,married,primary,no,4657,no,no,feb,93,5,1
1612,35,student,single,secondary,no,188,yes,no,feb,75,3,1
1613,44,admin,divorced,secondary,no,397,yes,yes,feb,127,1,1
1614,47,entrepreneur,married,tertiary,no,0,no,no,feb,261,2,0
1615,44,admin,married,tertiary,no,348,yes,yes,feb,170,2,0
1616,37,technician,single,secondary,no,2442,no,no,feb,91,3,1
1617,37,services,married,secondary,no,1543,yes,no,feb,138,2,1
1618,28,self-employed,single,tertiary,no,805,no,no,feb,331,1,0
1619,21,blue-collar,single,secondary,no,2265,no,no,feb,92,2,1
1620,25,management,single,tertiary,no,2506,no,no,feb,485,1,0
1621,63,retired,married,secondary,no,1612,no,no,feb,233,2,1
1622,32,management,single,tertiary,no,312,no,no,feb,232,2,0
1623,51,technician,married,secondary,no,196,yes,yes,feb,88,1,1
1624,73,retired,married,tertiary,no,459,no,no,feb,281,1,0
1625,26,student,single,secondary,no,620,no,no,feb,104,1,1
1626,74,retired,married,secondary,no,1714,no,no,feb,127,1,1
1627,62,management,divorced,tertiary,no,5943,no,no,feb,196,4,0
1628,65,retired,married,tertiary,no,2416,no,no,feb,221,2,0
1629,47,technician,married,secondary,no,335,no,no,feb,226,1,1
1630,62,retired,married,unknown,no,800,no,no,feb,737,1,1
1631,38,admin,married,secondary,no,755,yes,no,feb,120,1,1
1632,71,retired,married,secondary,no,2850,no,no,feb,185,1,1
1633,29,services,married,secondary,no,1135,yes,no,feb,323,1,1
1634,61,retired,married,primary,no,197,no,no,feb,113,1,1
1635,64,retired,divorced,primary,no,315,no,no,feb,154,1,1
1636,57,retired,divorced,primary,no,720,no,no,feb,202,4,1
1637,75,retired,married,primary,no,358,no,no,feb,364,11,1
1638,37,management,married,tertiary,no,5355,no,no,feb,466,4,0
1639,68,retired,married,secondary,no,445,no,no,feb,475,1,1
1640,29,management,single,tertiary,no,5359,no,no,feb,147,1,0
1641,51,entrepreneur,married,primary,no,1443,no,no,feb,172,10,1
1642,41,technician,divorced,secondary,no,4047,yes,no,feb,343,1,1
1643,24,student,single,secondary,no,23878,no,no,feb,185,1,1
1644,24,blue-collar,single,secondary,no,167,no,yes,feb,134,2,1
1645,39,management,single,tertiary,no,0,yes,no,feb,224,3,0
1646,59,unemployed,married,secondary,no,1047,no,no,feb,83,3,1
1647,85,retired,divorced,primary,no,7613,no,no,feb,355,3,1
1648,31,management,married,tertiary,no,131,no,no,feb,332,2,0
1649,32,technician,single,tertiary,no,2340,no,no,feb,89,2,0
1650,29,management,single,tertiary,no,15459,no,no,feb,264,7,0
1651,51,technician,married,secondary,no,117,no,no,feb,442,2,1
1652,39,technician,married,secondary,no,2266,no,no,feb,208,4,1
1653,39,technician,married,secondary,no,4101,yes,no,feb,146,2,1
1654,44,management,married,primary,no,558,no,no,feb,268,5,0
1655,26,admin,single,secondary,no,2509,no,no,feb,654,3,1
1656,28,management,single,tertiary,no,1287,yes,no,feb,65,1,0
1657,48,management,married,tertiary,no,1808,yes,no,feb,245,1,0
1658,37,technician,single,secondary,no,1130,no,no,feb,152,1,1
1659,71,retired,married,tertiary,no,653,no,no,feb,367,1,0
1660,62,housemaid,married,unknown,no,2021,no,no,feb,361,1,1
1661,28,management,single,tertiary,no,3611,no,no,feb,141,2,0
1662,26,admin,single,tertiary,no,313,no,yes,feb,210,2,0
1663,43,unemployed,single,tertiary,no,983,yes,no,feb,97,1,0
1664,27,unknown,single,secondary,no,1187,no,no,feb,232,1,1
1665,30,management,single,tertiary,no,5561,yes,no,feb,195,1,0
1666,50,management,married,unknown,no,8345,no,no,feb,194,1,0
1667,25,technician,single,secondary,no,1231,yes,no,feb,412,5,1
1668,25,admin,single,tertiary,no,3730,yes,no,feb,353,1,0
1669,30,management,single,tertiary,no,617,no,no,feb,192,2,0
1670,73,retired,married,tertiary,no,1641,yes,no,feb,49,2,0
1671,31,management,single,tertiary,no,924,no,no,feb,172,1,0
1672,28,technician,single,tertiary,no,2489,yes,no,feb,342,2,0
1673,66,retired,married,secondary,no,995,no,no,feb,131,2,1
1674,41,management,married,secondary,no,280,yes,no,feb,87,2,1
1675,46,technician,married,secondary,no,3434,no,yes,feb,115,1,1
1676,42,unemployed,married,tertiary,no,576,no,no,feb,156,1,0
1677,28,technician,single,secondary,no,1363,no,no,feb,79,1,1
1678,33,technician,single,tertiary,no,1636,yes,no,feb,165,1,0
1679,38,technician,married,secondary,no,5115,yes,no,feb,99,1,1
1680,39,blue-collar,single,primary,no,581,yes,no,feb,233,1,1
1681,33,admin,single,secondary,no,607,no,no,feb,110,2,1
1682,42,services,married,secondary,no,1376,yes,no,mar,712,4,1
1683,35,services,married,secondary,no,52,yes,no,mar,378,4,1
1684,55,technician,married,secondary,no,0,yes,yes,mar,116,1,1
1685,43,blue-collar,married,primary,no,3917,no,no,mar,154,1,1
1686,37,technician,married,tertiary,no,549,no,no,mar,239,1,0
1687,29,management,single,tertiary,no,92,no,no,mar,175,5,0
1688,49,management,married,tertiary,no,2881,no,no,mar,120,3,0
1689,61,retired,married,tertiary,no,32685,no,no,mar,1447,2,0
1690,44,technician,single,secondary,no,250,no,no,mar,382,2,1
1691,54,admin,married,secondary,no,602,no,no,mar,143,2,1
1692,28,management,single,tertiary,no,730,yes,no,mar,631,1,0
1693,30,admin,single,secondary,no,523,no,yes,mar,83,1,1
1694,47,technician,married,secondary,no,293,no,no,mar,499,1,1
1695,34,blue-collar,single,secondary,no,215,no,no,mar,350,3,1
1696,37,unknown,single,tertiary,no,0,no,no,mar,426,1,0
1697,25,self-employed,single,tertiary,no,42,yes,no,mar,320,1,0
1698,29,technician,single,secondary,no,316,yes,no,mar,156,1,1
1699,62,management,married,secondary,no,4562,yes,no,mar,168,1,1
1700,58,management,divorced,secondary,no,10180,no,no,mar,180,2,0
1701,46,management,married,tertiary,no,0,no,no,mar,305,13,0
